"User Genome","Classification","FastANI Reference","FastANI Reference Radius","FastANI Taxonomy","FastANI ANI","FastANI Alignment Fraction","Closest Placement Reference","Closest Placement Taxonomy","Closest Placement ANI","Closest Placement Alignment Fraction","Classification Method","Note","Other Related References","MSA AA Percent","RED Value","Warnings"
"Salt_Pond_MetaG_R2A_B_H2O_MG_DASTool_bins_concoct_out.80.contigs__","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__UBA3478;s__","-","-","-","-","-","GCA_002381155.1","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__UBA3478;s__UBA3478 sp002381155","91.39","0.79","taxonomic classification defined by topology and ANI","-","GCA_003045935.1, s__UBA3478 sp00304593...","80.82","0.9957857039","Genome has more than 15.0% of markers with multiple hits"
"Salt_Pond_MetaG_R2A_B_H2O_MG_DASTool_bins_maxbin.029.contigs__","d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Aquiluna;s__","-","-","-","-","-","GCA_003149555.1","d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Aquiluna;s__Aquiluna sp003149555","80.97","0.6","taxonomic classification defined by topology and ANI","-","GCA_002479805.1, s__Aquiluna sp0024798...","65","0.9837346135","Genome has more than 16.7% of markers with multiple hits"
"Salt_Pond_MetaG_R2A_B_H2O_MG_DASTool_bins_metabat.10.contigs__","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Glaciecola;s__","-","-","-","-","-","-","-","-","-","taxonomic classification fully defined by topology","-","-","95.37","0.9403158042","-"
"Salt_Pond_MetaG_R2A_B_H2O_MG_DASTool_bins_metabat.42.contigs__","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__BACL14;s__","-","-","-","-","-","-","-","-","-","ANI","-","GCA_010023085.1, s__BACL14 sp010023085...","68.75","0.965965828","-"
"Salt_Pond_MetaG_R2A_C_D1_MG_DASTool_bins_concoct_out.10.contigs__","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SZUA-140;f__SZUA-140;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","87.77","0.8188110022","-"
"Salt_Pond_MetaG_R2A_C_D1_MG_DASTool_bins_concoct_out.15.contigs__","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Zeaxanthinibacter;s__","-","-","-","-","-","GCF_001683825.1","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Zeaxanthinibacter;s__Zeaxanthinibacter sp001683825","77.76","0.29","taxonomic classification defined by topology and ANI","-","-","93.89","0.9674053948","-"
"Salt_Pond_MetaG_R2A_C_D1_MG_DASTool_bins_concoct_out.8.contigs__","d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__KS3-K002;f__;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","93.39","0.727965719","-"
"Salt_Pond_MetaG_R2A_C_D1_MG_DASTool_bins_maxbin.009.contigs__","d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__UBA5704;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","91.32","0.7811142917","-"
"Salt_Pond_MetaG_R2A_C_D1_MG_DASTool_bins_metabat.16.contigs__","d__Bacteria;p__Desulfobacterota_D;c__UBA1144;o__RKRQ01;f__;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","93.59","0.6449957532","-"
"Salt_Pond_MetaG_R2A_C_D1_MG_DASTool_bins_metabat.17.contigs__","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SLND01;f__;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","94.42","0.6941453656","-"
"Salt_Pond_MetaG_R2A_C_D1_MG_DASTool_bins_metabat.18.contigs__","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__SZUA-36;g__JABDJL01;s__","-","-","-","-","-","GCA_013002505.1","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__SZUA-36;g__JABDJL01;s__JABDJL01 sp013002505","77.35","0.25","taxonomic classification defined by topology and ANI","-","-","65.85","0.9079081562","-"
"Salt_Pond_MetaG_R2A_C_D1_MG_DASTool_bins_metabat.4.contigs__","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GCA-001735895;f__GCA-001735895;g__GCA-001735895;s__","-","-","-","-","-","-","-","-","-","ANI","-","GCA_009937625.1, s__GCA-001735895 sp00...","91.66","0.9428302142","-"
"Salt_Pond_MetaG_R2A_C_D1_MG_DASTool_bins_metabat.5.contigs__","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kiloniellales;f__J153;g__;s__","-","-","-","-","-","GCA_003693905.1","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kiloniellales;f__J153;g__J153;s__J153 sp003693905","78.22","0.44","taxonomic classification defined by topology and ANI","-","-","94.82","0.8144411814","-"
"Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_concoct_out.10.contigs__","d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","89.78","0.8796670307","-"
"Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_concoct_out.16.contigs__","d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__Palsa-739;s__","-","-","-","-","-","-","-","-","-","ANI","-","GCA_003139545.1, s__Palsa-739 sp003139...","73.62","0.9224259014","-"
"Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_concoct_out.21.contigs__","d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Trueperaceae;g__JAAYYF01;s__","-","-","-","-","-","GCA_012515535.1","d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Trueperaceae;g__JAAYYF01;s__JAAYYF01 sp012515535","78.82","0.48","taxonomic classification defined by topology and ANI","-","-","84.73","0.867574186","-"
"Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_concoct_out.31.contigs__","d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfurivibrionaceae;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","84.73","0.8433126163","-"
"Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_concoct_out.34.contigs__","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__Sunxiuqinia;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","88.8","0.9299021381","-"
"Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_concoct_out.36.contigs__","d__Bacteria;p__Krumholzibacteriota;c__Krumholzibacteria;o__LZORAL124-64-63;f__;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","67.26","0.5544770761","-"
"Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_concoct_out.4.contigs__","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__WC007;s__","-","-","-","-","-","GCF_009762775.1","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__WC007;s__WC007 sp009762775","77.3","0.24","taxonomic classification defined by topology and ANI","-","-","67.28","0.9346642918","Genome has more than 12.5% of markers with multiple hits"
"Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_concoct_out.41.contigs__","d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Trueperaceae;g__JAAYYF01;s__","-","-","-","-","-","GCA_012515535.1","d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Trueperaceae;g__JAAYYF01;s__JAAYYF01 sp012515535","78.63","0.46","taxonomic classification defined by topology and ANI","-","-","83.34","0.8664661176","-"
"Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_concoct_out.42.contigs__","d__Bacteria;p__Desulfobacterota_F;c__Desulfuromonadia;o__Desulfuromonadales;f__Geothermobacteraceae;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic classification fully defined by topology","-","-","81.34","0.7801850321","-"
"Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_concoct_out.45.contigs__","d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__EnvOPS12;g__UBA12294;s__","-","-","-","-","-","GCA_003484265.1","d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__EnvOPS12;g__UBA12294;s__UBA12294 sp003484265","78.16","0.35","taxonomic classification defined by topology and ANI","-","GCA_002418205.1, s__UBA12294 sp0024182...","85.23","0.975879321","-"
"Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_concoct_out.49.contigs__","d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Balneolales;f__M1805;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","93.33","0.7949784507","-"
"Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_concoct_out.51.contigs__","d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfurivibrionaceae;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","84.53","0.7418162709","Genome has more than 11.7% of markers with multiple hits"
"Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_concoct_out.69.contigs__","d__Bacteria;p__Desulfobacterota_F;c__Desulfuromonadia;o__Desulfuromonadales;f__Trichloromonadaceae;g__ATBO01;s__","-","-","-","-","-","GCF_000472285.1","d__Bacteria;p__Desulfobacterota_F;c__Desulfuromonadia;o__Desulfuromonadales;f__Trichloromonadaceae;g__ATBO01;s__ATBO01 sp000472285","79.21","0.38","taxonomic classification defined by topology and ANI","-","-","85.13","0.8626583569","-"
"Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_concoct_out.9.contigs__","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__SG8-39;s__","-","-","-","-","-","GCA_001303445.1","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__SG8-39;s__SG8-39 sp001303445","79.58","0.44","taxonomic classification defined by topology and ANI","-","-","91.86","0.8623698757","-"
"Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_maxbin.022.contigs__","d__Bacteria;p__SAR324;c__SAR324;o__;f__;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","86.68","0.5352237504","-"
"Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_metabat.10.contigs__","d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7540;f__UBA7540;g__SCRD01;s__","-","-","-","-","-","GCA_004298155.1","d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7540;f__UBA7540;g__SCRD01;s__SCRD01 sp004298155","79","0.46","taxonomic classification defined by topology and ANI","-","GCA_011388475.1, s__SCRD01 sp011388475...","91.68","0.9443495919","-"
"Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_metabat.18.contigs__","d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfatiglandales;f__Desulfatiglandaceae;g__NaphS2;s__","-","-","-","-","-","GCF_000179315.1","d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfatiglandales;f__Desulfatiglandaceae;g__NaphS2;s__NaphS2 sp000179315","80.44","0.43","taxonomic classification defined by topology and ANI","-","-","64.34","0.9590165465","Genome has more than 12.5% of markers with multiple hits"
"Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_metabat.27.contigs__","d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic classification fully defined by topology","-","-","82.13","0.7840912532","-"
"Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_metabat.38.contigs__","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Gallionellaceae;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic classification fully defined by topology","-","-","84.1","0.8458925645","-"
"Salt_Pond_MetaG_R2A_C_H2O_MG_DASTool_bins_concoct_out.67.contigs__","d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Arcobacteraceae;g__Aliarcobacter;s__","-","-","-","-","-","GCF_004214795.1","d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Arcobacteraceae;g__Aliarcobacter;s__Aliarcobacter pacificus","80.88","0.58","taxonomic classification defined by topology and ANI","-","GCF_013201935.1, s__Aliarcobacter cloa...","92.28","0.9376318245","-"
"Salt_Pond_MetaG_R2A_C_H2O_MG_DASTool_bins_metabat.16.contigs__","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Schleiferiaceae;g__UBA10364;s__","-","-","-","-","-","GCA_003487785.1","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Schleiferiaceae;g__UBA10364;s__UBA10364 sp003487785","77.49","0.21","taxonomic classification defined by topology and ANI","-","GCA_013911625.1, s__UBA10364 sp0139116...","93.77","0.9549340934","-"
"Salt_Pond_MetaG_R2A_C_H2O_MG_DASTool_bins_metabat.4.contigs__","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Nitrincolaceae;g__Marinobacterium;s__Marinobacterium sp013373575","GCA_013373575.1","95","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Nitrincolaceae;g__Marinobacterium;s__Marinobacterium sp013373575","97.72","0.67","GCA_013373575.1","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Nitrincolaceae;g__Marinobacterium;s__Marinobacterium sp013373575","97.72","0.67","taxonomic classification defined by topology and ANI","topological placement and ANI have congruent species assignments","-","65.12","-","-"
"Salt_Pond_MetaG_R2A_C_H2O_MG_DASTool_bins_metabat.5.contigs__","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__DT-91;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","93.39","0.7715262767","-"
"Salt_Pond_MetaGSF2_A_D1_MG_DASTool_bins_concoct_out.23.contigs__","d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__BM004;g__BM004;s__BM004 sp002868955","GCA_002868955.1","95","d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__BM004;g__BM004;s__BM004 sp002868955","99.57","0.96","GCA_002868955.1","d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__BM004;g__BM004;s__BM004 sp002868955","99.57","0.96","taxonomic classification defined by topology and ANI","topological placement and ANI have congruent species assignments","GCA_012974315.1, s__BM004 sp012974315,...","88.17","-","-"
"Salt_Pond_MetaGSF2_A_D2_MG_DASTool_bins_concoct_out.11.contigs__","d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__Sulfurovum;s__","-","-","-","-","-","GCF_000296775.1","d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__Sulfurovum;s__Sulfurovum sp000296775","87.29","0.92","taxonomic classification defined by topology and ANI","-","GCA_004377245.1, s__Sulfurovum sp00437...","68.39","0.9801084369","Genome not assigned to closest species as it falls outside its pre-defined ANI radius"
"Salt_Pond_MetaGSF2_A_D2_MG_DASTool_bins_concoct_out.13.contigs__","d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__UBA11574;g__JAAXQD01;s__","-","-","-","-","-","GCA_012974475.1","d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__UBA11574;g__JAAXQD01;s__JAAXQD01 sp012974475","89.1","0.76","taxonomic classification defined by topology and ANI","-","-","78.38","0.9647544028","Genome has more than 14.2% of markers with multiple hits"
"Salt_Pond_MetaGSF2_A_D2_MG_DASTool_bins_concoct_out.28.contigs__","d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__UBA11574;g__UBA11574;s__UBA11574 sp002868985","GCA_002868985.1","95","d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__UBA11574;g__UBA11574;s__UBA11574 sp002868985","99.48","0.98","GCA_002868985.1","d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__UBA11574;g__UBA11574;s__UBA11574 sp002868985","99.48","0.98","taxonomic classification defined by topology and ANI","topological placement and ANI have congruent species assignments","GCA_003486165.1, s__UBA11574 sp0034861...","88.54","-","-"
"Salt_Pond_MetaGSF2_A_D2_MG_DASTool_bins_concoct_out.33.contigs__","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiohalobacterales;f__;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","76.28","0.7208778717","-"
"Salt_Pond_MetaGSF2_A_D2_MG_DASTool_bins_concoct_out.40.contigs__","d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Balneolales;f__;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic classification fully defined by topology","-","-","94.9","0.6731711288","-"
"Salt_Pond_MetaGSF2_A_D2_MG_DASTool_bins_concoct_out.55.contigs__","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Halioglobus;s__","-","-","-","-","-","GCA_009937575.1","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Halioglobus;s__Halioglobus sp009937575","78.7","0.43","taxonomic classification defined by topology and ANI","-","GCF_004354085.1, s__Halioglobus sp0043...","64.01","0.9296850023","-"
"Salt_Pond_MetaGSF2_A_D2_MG_DASTool_bins_concoct_out.8.contigs__","d__Bacteria;p__Desulfobacterota;c__Syntrophobacteria;o__BM002;f__BM002;g__BM002;s__BM002 sp002899795","GCA_002899795.1","95","d__Bacteria;p__Desulfobacterota;c__Syntrophobacteria;o__BM002;f__BM002;g__BM002;s__BM002 sp002899795","99.37","0.95","GCA_002899795.1","d__Bacteria;p__Desulfobacterota;c__Syntrophobacteria;o__BM002;f__BM002;g__BM002;s__BM002 sp002899795","99.37","0.95","taxonomic classification defined by topology and ANI","topological placement and ANI have congruent species assignments","-","91.64","-","-"
"Salt_Pond_MetaGSF2_A_H2O_MG_DASTool_bins_concoct_out.23.contigs__","d__Bacteria;p__Desulfobacterota_F;c__Desulfuromonadia;o__Desulfuromonadales;f__BM103;g__M0040;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","78.34","0.8940516827","-"
"Salt_Pond_MetaGSF2_A_H2O_MG_DASTool_bins_concoct_out.33.contigs__","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__NS11-12g;f__UBA955;g__VMCP01;s__VMCP01 sp008081305","GCA_008081305.1","95","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__NS11-12g;f__UBA955;g__VMCP01;s__VMCP01 sp008081305","97.98","0.92","GCA_008081305.1","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__NS11-12g;f__UBA955;g__VMCP01;s__VMCP01 sp008081305","97.98","0.92","taxonomic classification defined by topology and ANI","topological placement and ANI have congruent species assignments","-","90.75","-","-"
"Salt_Pond_MetaGSF2_A_H2O_MG_DASTool_bins_metabat.14.contigs__","d__Bacteria;p__Desulfobacterota_F;c__Desulfuromonadia;o__Desulfuromonadales;f__BM103;g__M0040;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","77.29","0.9668301453","-"
"Salt_Pond_MetaGSF2_A_H2O_MG_DASTool_bins_metabat.23.contigs__","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Litoricolaceae;g__HIMB30;s__HIMB30 sp002691485","GCA_002691485.1","95","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Litoricolaceae;g__HIMB30;s__HIMB30 sp002691485","96.8","0.85","-","-","-","-","ANI","topological placement and ANI have incongruent species assignments","GCA_002691485.1, s__HIMB30 sp002691485...","81.56","-","-"
"Salt_Pond_MetaGSF2_A_H2O_MG_DASTool_bins_metabat.28.contigs__","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MAG-120531;s__","-","-","-","-","-","GCF_000173115.1","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MAG-120531;s__MAG-120531 sp000173115","87.01","0.71","taxonomic classification defined by topology and ANI","-","-","82.07","0.9847678541","Genome not assigned to closest species as it falls outside its pre-defined ANI radius"
"Salt_Pond_MetaGSF2_A_H2O_MG_DASTool_bins_metabat.34.contigs__","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Sedimenticolaceae;g__VMDJ01;s__VMDJ01 sp008080925","GCA_008080925.1","95","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Sedimenticolaceae;g__VMDJ01;s__VMDJ01 sp008080925","98.24","0.83","GCA_008080925.1","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Sedimenticolaceae;g__VMDJ01;s__VMDJ01 sp008080925","98.24","0.83","taxonomic classification defined by topology and ANI","topological placement and ANI have congruent species assignments","-","84.51","-","-"
"Salt_Pond_MetaGSF2_B_D1_MG_DASTool_bins_concoct_out.44.contigs__","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Yeosuana;s__","-","-","-","-","-","-","-","-","-","ANI","-","GCA_002784145.1, s__Yeosuana sp0027841...","77.03","0.9795094925","-"
"Salt_Pond_MetaGSF2_B_D1_MG_DASTool_bins_metabat.9.contigs__","d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__UBA11574;g__JAAXQD01;s__","-","-","-","-","-","GCA_012974475.1","d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__UBA11574;g__JAAXQD01;s__JAAXQD01 sp012974475","89.54","0.7","taxonomic classification defined by topology and ANI","-","-","84.93","0.9655300739","Genome not assigned to closest species as it falls outside its pre-defined ANI radius"
"Salt_Pond_MetaGSF2_B_D2_MG_DASTool_bins_concoct_out.42.contigs__","d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__SM23-33;f__SM23-33;g__UBA12270;s__","-","-","-","-","-","GCA_003485185.1","d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__SM23-33;f__SM23-33;g__UBA12270;s__UBA12270 sp003485185","78.28","0.33","taxonomic classification defined by topology and ANI","-","-","88.13","0.8785953385","-"
"Salt_Pond_MetaGSF2_B_D2_MG_DASTool_bins_concoct_out.55.contigs__","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__BM003;f__BM003;g__BM003;s__BM003 sp002868855","GCA_002868855.1","95","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__BM003;f__BM003;g__BM003;s__BM003 sp002868855","98.91","0.81","GCA_002868855.1","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__BM003;f__BM003;g__BM003;s__BM003 sp002868855","98.91","0.81","taxonomic classification defined by topology and ANI","topological placement and ANI have congruent species assignments","-","79.05","-","-"
"Salt_Pond_MetaGSF2_B_D2_MG_DASTool_bins_metabat.4.contigs__","d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Balneolales;f__Balneolaceae;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","91.76","0.9049048907","-"
"Salt_Pond_MetaGSF2_B_H2O_MG_DASTool_bins_concoct_out.14.contigs__","d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Aquiluna;s__","-","-","-","-","-","GCA_003149555.1","d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Aquiluna;s__Aquiluna sp003149555","81.21","0.69","taxonomic classification defined by topology and ANI","-","GCA_002333405.1, s__Aquiluna sp0023334...","75.18","0.9827768797","Genome not assigned to closest species as it falls outside its pre-defined ANI radius"
"Salt_Pond_MetaGSF2_B_H2O_MG_DASTool_bins_concoct_out.91.contigs__","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;g__RFVC01;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","73.67","0.9027024157","-"
"Salt_Pond_MetaGSF2_B_H2O_MG_DASTool_bins_metabat.11.contigs__","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;g__OM182;s__OM182 sp003482475","GCA_003482475.1","95","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;g__OM182;s__OM182 sp003482475","97.76","0.77","GCA_003482475.1","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;g__OM182;s__OM182 sp003482475","97.76","0.77","taxonomic classification defined by topology and ANI","topological placement and ANI have congruent species assignments","GCA_001438145.1, s__OM182 sp001438145,...","80.98","-","-"
"Salt_Pond_MetaGSF2_B_H2O_MG_DASTool_bins_metabat.19.contigs__","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Planktomarina;s__Planktomarina temperata","GCF_000738435.1","95","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Planktomarina;s__Planktomarina temperata","98.71","0.93","GCF_000738435.1","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Planktomarina;s__Planktomarina temperata","98.71","0.93","taxonomic classification defined by topology and ANI","topological placement and ANI have congruent species assignments","GCA_002683685.1, s__Planktomarina sp00...","77.61","-","-"
"Salt_Pond_MetaGSF2_B_H2O_MG_DASTool_bins_metabat.25.contigs__","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Schleiferiaceae;g__UBA10364;s__","-","-","-","-","-","-","-","-","-","taxonomic classification defined by topology and ANI","-","GCA_002387615.1, s__UBA10364 sp0023876...","91.52","0.9802049034","Genome not assigned to closest species as it falls outside its pre-defined ANI radius"
"Salt_Pond_MetaGSF2_B_H2O_MG_DASTool_bins_metabat.28.contigs__","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__UBA3478;s__","-","-","-","-","-","-","-","-","-","taxonomic classification defined by topology and ANI","-","GCA_002381155.1, s__UBA3478 sp00238115...","66.05","0.9932646642","Genome has more than 10.8% of markers with multiple hits"
